,Word,Lemma,POSTag,Shape
4790,obviously,obviously,RB,xxxx
4791,plan,plan,VBP,xxxx
4792,the,the,DT,xxx
4793,business,business,NN,xxxx
4794,accordingly,accordingly,RB,xxxx
4795,"
","
",_SP,"
"
4796,From,from,IN,Xxxx
4797,our,-PRON-,PRP$,xxx
4798,standpoint,standpoint,NN,xxxx
4799,",",",",",",","
4800,if,if,IN,xx
4801,we,-PRON-,PRP,xx
4802,hadnâ€,hadnâ€,VBP,xxxx€
4803,™,™,CD,™
4804,t,t,NNP,x
4805,reflected,reflect,VBN,xxxx
4806,on,on,IN,xx
4807,the,the,DT,xxx
4808,factors,factor,NNS,xxxx
4809,I,-PRON-,PRP,X
4810,just,just,RB,xxxx
4811,mentioned,mention,VBD,xxxx
4812,and,and,CC,xxx
4813,used,use,VBD,xxxx
4814,that,that,IN,xxxx
4815,in,in,IN,xx
4816,our,-PRON-,PRP$,xxx
4817,plan,plan,NN,xxxx
4818,",",",",",",","
4819,it,-PRON-,PRP,xx
4820,would,would,MD,xxxx
4821,have,have,VB,xxxx
4822,been,be,VBN,xxxx
4823,somewhat,somewhat,RB,xxxx
4824,responsible,responsible,JJ,xxxx
4825,"
","
",_SP,"
"
4826,So,so,RB,Xx
4827,we,-PRON-,PRP,xx
4828,did,do,VBD,xxx
4829,plan,plan,VB,xxxx
4830,the,the,DT,xxx
4831,business,business,NN,xxxx
4832,to,to,TO,xx
4833,be,be,VB,xx
4834,back,back,RB,xxxx
4835,half,half,JJ,xxxx
4836,loader,loader,NN,xxxx
4837,in,in,IN,xx
4838,terms,term,NNS,xxxx
4839,of,of,IN,xx
4840,margin,margin,NN,xxxx
4841,flows,flow,VBZ,xxxx
4842,through,through,IN,xxxx
4843,"
","
",_SP,"
"
4844,Obviously,obviously,RB,Xxxxx
4845,",",",",",",","
4846,weâ€,weâ€,NN,xxx€
4847,™,™,CD,™
4848,reâ€,reâ€,NNP,xxx€
4849,™,™,CD,™
4850,mindful,mindful,JJ,xxxx
4851,",",",",",",","
4852,we,-PRON-,PRP,xx
4853,are,be,VBP,xxx
4854,attracting,attract,VBG,xxxx
4855,four,four,CD,xxxx
4856,in,in,IN,xx
4857,the,the,DT,xxx
4858,year,year,NN,xxxx
4859,but,but,CC,xxx
4860,we,-PRON-,PRP,xx
4861,canâ€,canâ€,VBP,xxxx€
4862,™,™,CD,™
4863,t,t,NNP,x
4864,really,really,RB,xxxx
4865,speculate,speculate,VB,xxxx
4866,on,on,IN,xx
4867,hypotheticals,hypothetical,NNS,xxxx
4868,right,right,RB,xxxx
4869,now,now,RB,xxx
4870,"
","
",_SP,"
"
4871,Weâ€,Weâ€,NNP,Xxx€
4872,™,™,CD,™
4873,re,re,NN,xx
4874,focused,focus,VBN,xxxx
4875,on,on,IN,xx
4876,executing,execute,VBG,xxxx
4877,our,-PRON-,PRP$,xxx
4878,plan,plan,NN,xxxx
4879,and,and,CC,xxx
4880,really,really,RB,xxxx
4881,positioning,position,VBG,xxxx
4882,the,the,DT,xxx
4883,business,business,NN,xxxx
4884,to,to,TO,xx
4885,deliver,deliver,VB,xxxx
4886,long,long,JJ,xxxx
4887,term,term,NN,xxxx
4888,value,value,NN,xxxx
4889,and,and,CC,xxx
4890,that,that,WDT,xxxx
4891,include,include,VBP,xxxx
4892,investments,investment,NNS,xxxx
4893,in,in,IN,xx
4894,the,the,DT,xxx
4895,customer,customer,NN,xxxx
4896,and,and,CC,xxx
4897,building,build,VBG,xxxx
4898,out,out,RP,xxx
4899,the,the,DT,xxx
4900,productivity,productivity,NN,xxxx
4901,"
","
",_SP,"
"
4902,So,so,RB,Xx
4903,our,-PRON-,PRP$,xxx
4904,transformation,transformation,NN,xxxx
4905,is,be,VBZ,xx
4906,well,well,RB,xxxx
4907,underway,underway,JJ,xxxx
4908,and,and,CC,xxx
4909,we,-PRON-,PRP,xx
4910,are,be,VBP,xxx
4911,confident,confident,JJ,xxxx
4912,weâ€,weâ€,NNP,xxx€
4913,™,™,CD,™
4914,re,re,IN,xx
4915,going,go,VBG,xxxx
4916,to,to,TO,xx
4917,show,show,VB,xxxx
4918,the,the,DT,xxx
4919,impact,impact,NN,xxxx
4920,of,of,IN,xx
4921,our,-PRON-,PRP$,xxx
4922,actions,action,NNS,xxxx
4923,on,on,IN,xx
4924,both,both,DT,xxxx
4925,top,top,JJ,xxx
4926,and,and,CC,xxx
4927,bottom,bottom,JJ,xxxx
4928,line,line,NN,xxxx
4929,in,in,IN,xx
4930,the,the,DT,xxx
4931,second,second,JJ,xxxx
4932,half,half,NN,xxxx
4933,of,of,IN,xx
4934,',',CD,'
4935,17,17,CD,dd
4936,and,and,CC,xxx
4937,beyond,beyond,IN,xxxx
4938,"
","
",_SP,"
"
4939,Well,well,UH,Xxxx
4940,",",",",",",","
4941,just,just,RB,xxxx
4942,on,on,IN,xx
4943,your,-PRON-,PRP$,xxxx
4944,question,question,NN,xxxx
4945,on,on,IN,xx
4946,will,will,MD,xxxx
4947,it,-PRON-,PRP,xx
4948,be,be,VB,xx
4949,better,well,JJR,xxxx
4950,about,about,IN,xxxx
4951,the,the,DT,xxx
4952,year,year,NN,xxxx
4953,",",",",",",","
4954,absolutely,absolutely,RB,xxxx
4955,",",",",",",","
4956,no,no,DT,xx
4957,question,question,NN,xxxx
4958,about,about,IN,xxxx
4959,that,that,IN,xxxx
4960,Michael,Michael,NNP,Xxxxx
4961,"
","
",_SP,"
"
4962,We,-PRON-,PRP,Xx
4963,havenâ€,havenâ€,VBP,xxxx€
4964,™,™,CD,™
4965,t,t,NNP,x
4966,talked,talk,VBD,xxxx
4967,a,a,DT,x
4968,lot,lot,NN,xxx
4969,about,about,IN,xxxx
4970,the,the,DT,xxx
4971,sales,sale,NNS,xxxx
4972,number,number,NN,xxxx
4973,"
","
",_SP,"
"
4974,But,but,CC,Xxx
4975,there,there,EX,xxxx
4976,was,be,VBD,xxx
4977,",",",",",",","
4978,as,as,IN,xx
4979,we,-PRON-,PRP,xx
4980,said,say,VBD,xxxx
4981,in,in,IN,xx
4982,our,-PRON-,PRP$,xxx
4983,prepared,prepared,JJ,xxxx
4984,remarks,remark,NNS,xxxx
4985,"
","
",_SP,"
"
4986,We,-PRON-,PRP,Xx
4987,have,have,VBP,xxxx
4988,the,the,DT,xxx
4989,date,date,NN,xxxx
4990,flip,flip,NN,xxxx
4991,",",",",",",","
4992,right,right,JJ,xxxx
4993,?,?,.,?
4994,The,the,DT,Xxx
4995,date,date,NN,xxxx
4996,flip,flip,NN,xxxx
4997,is,be,VBZ,xx
4998,pretty,pretty,RB,xxxx
4999,basically,basically,RB,xxxx
5000,"
","
",_SP,"
"
5001,We,-PRON-,PRP,Xx
5002,knew,know,VBD,xxxx
5003,exactly,exactly,RB,xxxx
5004,what,what,WP,xxxx
5005,that,that,DT,xxxx
5006,was,be,VBD,xxx
5007,going,go,VBG,xxxx
5008,to,to,TO,xx
5009,be,be,VB,xx
5010,worth,worth,JJ,xxxx
5011,in,in,IN,xx
5012,the,the,DT,xxx
5013,fourth,fourth,JJ,xxxx
5014,quarter,quarter,NN,xxxx
5015,last,last,JJ,xxxx
5016,year,year,NN,xxxx
5017,"
","
",_SP,"
"
5018,We,-PRON-,PRP,Xx
5019,also,also,RB,xxxx
5020,had,have,VBD,xxx
5021,this,this,DT,xxxx
5022,significant,significant,JJ,xxxx
5023,pull,pull,NN,xxxx
5024,forward,forward,RB,xxxx
5025,pull,pull,VB,xxxx
5026,forward,forward,RB,xxxx
5027,or,or,CC,xx
5028,winter,winter,VB,xxxx
5029,related,related,JJ,xxxx
5030,demand,demand,NN,xxxx
5031,into,into,IN,xxxx
5032,December,December,NNP,Xxxxx
5033,"
","
",_SP,"
"
5034,In,in,IN,Xx
5035,particular,particular,JJ,xxxx
5036,",",",",",",","
5037,in,in,IN,xx
5038,our,-PRON-,PRP$,xxx
5039,Northern,northern,JJ,Xxxxx
5040,market,market,NN,xxxx
5041,",",",",",",","
5042,which,which,WDT,xxxx
5043,we,-PRON-,PRP,xx
5044,had,have,VBD,xxx
5045,an,an,DT,xx
5046,idea,idea,NN,xxxx
5047,that,that,WDT,xxxx
5048,was,be,VBD,xxx
5049,happening,happen,VBG,xxxx
5050,",",",",",",","
5051,and,and,CC,xxx
5052,obviously,obviously,RB,xxxx
5053,we,-PRON-,PRP,xx
5054,finalized,finalize,VBD,xxxx
5055,our,-PRON-,PRP$,xxx
5056,plan,plan,NN,xxxx
5057,in,in,IN,xx
5058,November,November,NNP,Xxxxx
5059,and,and,CC,xxx
5060,early,early,JJ,xxxx
5061,December,December,NNP,Xxxxx
5062,"
","
",_SP,"
"
5063,So,so,IN,Xx
5064,we,-PRON-,PRP,xx
5065,didnâ€,didnâ€,$,xxxx€
5066,™,™,CD,™
5067,t,t,NN,x
5068,know,know,VBP,xxxx
5069,how,how,WRB,xxx
5070,big,big,JJ,xxx
5071,that,that,IN,xxxx
5072,December,December,NNP,Xxxxx
5073,was,be,VBD,xxx
5074,going,go,VBG,xxxx
5075,to,to,TO,xx
5076,be,be,VB,xx
5077,"
","
",_SP,"
"
5078,And,and,CC,Xxx
5079,when,when,WRB,xxxx
5080,you,-PRON-,PRP,xxx
5081,look,look,VBP,xxxx
5082,at,at,IN,xx
5083,some,some,DT,xxxx
5084,of,of,IN,xx
5085,the,the,DT,xxx
5086,categories,category,NNS,xxxx
5087,that,that,WDT,xxxx
5088,performed,perform,VBD,xxxx
5089,well,well,RB,xxxx
5090,in,in,IN,xx
5091,the,the,DT,xxx
5092,fourth,fourth,JJ,xxxx
5093,quarter,quarter,NN,xxxx
5094,",",",",",",","
5095,they,-PRON-,PRP,xxxx
5096,were,be,VBD,xxxx
5097,winter,winter,NN,xxxx
5098,related,relate,VBN,xxxx
5099,categories,category,NNS,xxxx
5100,and,and,CC,xxx
5101,a,a,DT,x
5102,lot,lot,NN,xxx
5103,of,of,IN,xx
5104,that,that,DT,xxxx
5105,got,get,VBD,xxx
5106,growing,grow,VBG,xxxx
5107,out,out,RP,xxx
5108,so,so,RB,xx
5109,not,not,RB,xxx
5110,all,all,DT,xxx
5111,of,of,IN,xx
5112,that,that,DT,xxxx
5113,was,be,VBD,xxx
5114,plan,plan,NN,xxxx
5115,as,as,IN,xx
5116,we,-PRON-,PRP,xx
5117,planned,plan,VBD,xxxx
5118,to,to,IN,xx
5119,first,first,JJ,xxxx
5120,quarter,quarter,NN,xxxx
5121,"
","
",_SP,"
"
5122,That,that,DT,Xxxx
5123,said,say,VBD,xxxx
5124,",",",",",",","
5125,in,in,IN,xx
5126,the,the,DT,xxx
5127,last,last,JJ,xxxx
5128,several,several,JJ,xxxx
5129,months,month,NNS,xxxx
5130,as,as,IN,xx
5131,we,-PRON-,PRP,xx
5132,continue,continue,VBP,xxxx
5133,to,to,TO,xx
5134,really,really,RB,xxxx
5135,work,work,VB,xxxx
5136,this,this,DT,xxxx
5137,productivity,productivity,NN,xxxx
5138,agenda,agenda,NN,xxxx
5139,hard,hard,RB,xxxx
5140,",",",",",",","
5141,Tom,Tom,NNP,Xxx
5142,Okray,Okray,NNP,Xxxxx
5143,",",",",",",","
5144,Leslie,Leslie,NNP,Xxxxx
5145,Keating,Keating,NNP,Xxxxx
5146,",",",",",",","
5147,Mike,Mike,NNP,Xxxx
5148,Broderick,Broderick,NNP,Xxxxx
5149,",",",",",",","
5150,Bob,Bob,NNP,Xxx
5151,Cushing,Cushing,NNP,Xxxxx
5152,",",",",",",","
5153,we,-PRON-,PRP,xx
5154,were,be,VBD,xxxx
5155,really,really,RB,xxxx
5156,",",",",",",","
5157,really,really,RB,xxxx
5158,pressing,press,VBG,xxxx
5159,hard,hard,RB,xxxx
5160,to,to,TO,xx
5161,take,take,VB,xxxx
5162,real,real,JJ,xxxx
5163,cost,cost,NN,xxxx
5164,out,out,IN,xxx
5165,of,of,IN,xx
5166,the,the,DT,xxx
5167,business,business,NN,xxxx
5168,sustainability,sustainability,NN,xxxx
5169,and,and,CC,xxx
5170,thatâ€,thatâ€,NNP,xxxx€
5171,™,™,CD,™
5172,s,s,POS,x
5173,why,why,WRB,xxx
5174,we,-PRON-,PRP,xx
5175,feel,feel,VBP,xxxx
5176,very,very,RB,xxxx
5177,good,good,JJ,xxxx
5178,about,about,IN,xxxx
5179,the,the,DT,xxx
5180,long,long,JJ,xxxx
5181,-,-,HYPH,-
5182,term,term,NN,xxxx
5183,prospects,prospect,NNS,xxxx
5184,to,to,TO,xx
5185,get,get,VB,xxx
5186,at,at,IN,xx
5187,the,the,DT,xxx
5188,margin,margin,NN,xxxx
5189,expansion,expansion,NN,xxxx
5190,opportunity,opportunity,NN,xxxx
5191,that,that,WDT,xxxx
5192,exists,exist,VBZ,xxxx
5193,"
","
",_SP,"
"
5194,I,-PRON-,PRP,X
5195,mean,mean,VBP,xxxx
5196,",",",",",",","
5197,our,-PRON-,PRP$,xxx
5198,goal,goal,NN,xxxx
5199,is,be,VBZ,xx
5200,to,to,TO,xx
5201,perform,perform,VB,xxxx
5202,above,above,IN,xxxx
5203,the,the,DT,xxx
5204,industry,industry,NN,xxxx
5205,average,average,NN,xxxx
5206,",",",",",",","
5207,which,which,WDT,xxxx
5208,as,as,IN,xx
5209,you,-PRON-,PRP,xxx
5210,know,know,VBP,xxxx
5211,is,be,VBZ,xx
5212,3,3,CD,d
5213,%,%,NN,%
5214,to,to,TO,xx
5215,4,4,CD,d
5216,%,%,NN,%
5217,"
","
",_SP,"
"
5218,Everything,everything,NN,Xxxxx
5219,we,-PRON-,PRP,xx
5220,look,look,VBP,xxxx
5221,at,at,IN,xx
5222,",",",",",",","
5223,says,say,VBZ,xxxx
5224,this,this,DT,xxxx
5225,is,be,VBZ,xx
5226,a,a,DT,x
5227,very,very,RB,xxxx
5228,healthy,healthy,JJ,xxxx
5229,industry,industry,NN,xxxx
5230,;,;,:,;
5231,car,car,NN,xxx
5232,park,park,NN,xxxx
5233,",",",",",",","
5234,2016,2016,CD,dddd
5235,new,new,JJ,xxx
5236,vehicle,vehicle,NN,xxxx
5237,sales,sale,NNS,xxxx
5238,;,;,:,;
5239,vehicles,vehicle,NNS,xxxx
5240,in,in,IN,xx
5241,operation,operation,NN,xxxx
5242,;,;,:,;
5243,miles,mile,NNS,xxxx
5244,driven,drive,VBN,xxxx
5245,;,;,:,;
5246,average,average,JJ,xxxx
5247,age,age,NN,xxx
5248,;,;,:,;
5249,all,all,DT,xxx
5250,of,of,IN,xx
5251,them,-PRON-,PRP,xxxx
5252,say,say,VBP,xxx
5253,3,3,CD,d
5254,%,%,NN,%
5255,to,to,TO,xx
5256,4,4,CD,d
5257,%,%,NN,%
5258,",",",",",",","
5259,which,which,WDT,xxxx
5260,means,mean,VBZ,xxxx
5261,that,that,IN,xxxx
5262,we,-PRON-,PRP,xx
5263,have,have,VBP,xxxx
5264,to,to,TO,xx
5265,be,be,VB,xx
5266,above,above,IN,xxxx
5267,that,that,IN,xxxx
5268,in,in,IN,xx
5269,order,order,NN,xxxx
5270,to,to,TO,xx
5271,achieve,achieve,VB,xxxx
5272,our,-PRON-,PRP$,xxx
5273,comp,comp,NN,xxxx
5274,sales,sale,NNS,xxxx
5275,goals,goal,NNS,xxxx
5276,"
","
",_SP,"
"
5277,Sure,sure,UH,Xxxx
5278,",",",",",",","
5279,yes,yes,UH,xxx
5280,Matt,Matt,NNP,Xxxx
5281,",",",",",",","
5282,I,-PRON-,PRP,X
5283,think,think,VBP,xxxx
5284,the,the,DT,xxx
5285,way,way,NN,xxx
5286,to,to,TO,xx
5287,look,look,VB,xxxx
5288,at,at,IN,xx
5289,it,-PRON-,PRP,xx
5290,for,for,IN,xxx
5291,investment,investment,NN,xxxx
5292,in,in,IN,xx
5293,the,the,DT,xxx
5294,customer,customer,NN,xxxx
5295,is,be,VBZ,xx
5296,really,really,RB,xxxx
5297,four,four,CD,xxxx
5298,buckets,bucket,NNS,xxxx
5299,;,;,:,;
5300,the,the,DT,xxx
5301,first,first,JJ,xxxx
5302,one,one,NN,xxx
5303,is,be,VBZ,xx
5304,customer,customer,NN,xxxx
5305,service,service,NN,xxxx
5306,hours,hour,NNS,xxxx
5307,referred,refer,VBD,xxxx
5308,to,to,IN,xx
5309,its,-PRON-,PRP$,xxx
5310,labor,labor,NN,xxxx
5311,",",",",",",","
5312,the,the,DT,xxx
5313,second,second,JJ,xxxx
5314,how,how,WRB,xxx
5315,much,much,JJ,xxxx
5316,is,be,VBZ,xx
5317,describing,describe,VBG,xxxx
5318,is,be,VBZ,xx
5319,our,-PRON-,PRP$,xxx
5320,fuel,fuel,NN,xxxx
5321,the,the,DT,xxx
5322,front,front,JJ,xxxx
5323,line,line,NN,xxxx
5324,or,or,CC,xx
5325,filed,file,VBN,xxxx
5326,incentive,incentive,NN,xxxx
5327,",",",",",",","
5328,the,the,DT,xxx
5329,third,third,JJ,xxxx
5330,is,be,VBZ,xx
5331,parts,part,NNS,xxxx
5332,availability,availability,NN,xxxx
5333,and,and,CC,xxx
5334,supply,supply,NN,xxxx
5335,chain,chain,NN,xxxx
5336,",",",",",",","
5337,making,make,VBG,xxxx
5338,sure,sure,JJ,xxxx
5339,we,-PRON-,PRP,xx
5340,are,be,VBP,xxx
5341,getting,get,VBG,xxxx
5342,the,the,DT,xxx
5343,right,right,JJ,xxxx
5344,part,part,NN,xxxx
5345,at,at,IN,xx
5346,the,the,DT,xxx
5347,right,right,JJ,xxxx
5348,time,time,NN,xxxx
5349,at,at,IN,xx
5350,the,the,DT,xxx
5351,right,right,JJ,xxxx
5352,place,place,NN,xxxx
5353,",",",",",",","
5354,and,and,CC,xxx
5355,then,then,RB,xxxx
5356,the,the,DT,xxx
5357,last,last,JJ,xxxx
5358,is,be,VBZ,xx
5359,promotion,promotion,NN,xxxx
5360,"
","
",_SP,"
"
5361,And,and,CC,Xxx
5362,just,just,RB,xxxx
5363,a,a,DT,x
5364,little,little,JJ,xxxx
5365,bit,bit,NN,xxx
5366,more,more,RBR,xxxx
5367,color,color,NN,xxxx
5368,",",",",",",","
5369,I,-PRON-,PRP,X
5370,mean,mean,VBP,xxxx
5371,as,as,IN,xx
5372,Tom,Tom,NNP,Xxx
5373,said,say,VBD,xxxx
5374,",",",",",",","
5375,when,when,WRB,xxxx
5376,we,-PRON-,PRP,xx
5377,came,come,VBD,xxxx
5378,in,in,RP,xx
5379,and,and,CC,xxx
5380,are,be,VBP,xxx
5381,looking,look,VBG,xxxx
5382,at,at,IN,xx
5383,the,the,DT,xxx
5384,Company,Company,NNP,Xxxxx
5385,and,and,CC,xxx
5386,its,-PRON-,PRP$,xxx
5387,transformation,transformation,NN,xxxx
5388,we,-PRON-,PRP,xx
5389,really,really,RB,xxxx
5390,need,need,VBP,xxxx
5391,to,to,TO,xx
5392,build,build,VB,xxxx
5393,the,the,DT,xxx
5394,foundation,foundation,NN,xxxx
5395,"
","
",_SP,"
"
5396,So,so,CC,Xx
5397,are,be,VBP,xxx
5398,we,-PRON-,PRP,xx
5399,over,over,IN,xxxx
5400,indexing,indexing,NN,xxxx
5401,and,and,CC,xxx
5402,our,-PRON-,PRP$,xxx
5403,investment,investment,NN,xxxx
5404,in,in,IN,xx
5405,the,the,DT,xxx
5406,customer,customer,NN,xxxx
5407,",",",",",",","
5408,absolutely,absolutely,RB,xxxx
5409,"
","
",_SP,"
"
5410,Is,be,VBZ,Xx
5411,that,that,DT,xxxx
5412,going,go,VBG,xxxx
5413,to,to,TO,xx
5414,give,give,VB,xxxx
5415,more,more,RBR,xxxx
5416,surgical,surgical,JJ,xxxx
5417,overtime,overtime,NN,xxxx
5418,and,and,CC,xxx
5419,optimize,optimize,NN,xxxx
5420,;,;,:,;
5421,certainly,certainly,RB,xxxx
5422,"
","
",_SP,"
"
5423,We,-PRON-,PRP,Xx
5424,are,be,VBP,xxx
5425,always,always,RB,xxxx
5426,going,go,VBG,xxxx
5427,to,to,TO,xx
5428,invest,invest,VB,xxxx
5429,in,in,IN,xx
5430,the,the,DT,xxx
5431,customer,customer,NN,xxxx
5432,",",",",",",","
5433,but,but,CC,xxx
5434,overtime,overtime,NN,xxxx
5435,we,-PRON-,PRP,xx
5436,are,be,VBP,xxx
5437,going,go,VBG,xxxx
5438,to,to,TO,xx
5439,be,be,VB,xx
5440,able,able,JJ,xxxx
5441,to,to,TO,xx
5442,do,do,VB,xx
5443,it,-PRON-,PRP,xx
5444,more,more,RBR,xxxx
5445,efficiently,efficiently,RB,xxxx
5446,"
","
",_SP,"
"
5447,As,as,IN,Xx
5448,our,-PRON-,PRP$,xxx
5449,productivity,productivity,NN,xxxx
5450,agenda,agenda,NN,xxxx
5451,catches,catch,VBZ,xxxx
5452,up,up,RP,xx
5453,is,be,VBZ,xx
5454,well,well,JJ,xxxx
5455,",",",",",",","
5456,this,this,DT,xxxx
5457,is,be,VBZ,xx
5458,all,all,DT,xxx
5459,going,go,VBG,xxxx
5460,to,to,TO,xx
5461,hit,hit,VB,xxx
5462,together,together,RB,xxxx
5463,and,and,CC,xxx
5464,we,-PRON-,PRP,xx
5465,are,be,VBP,xxx
5466,going,go,VBG,xxxx
5467,to,to,TO,xx
5468,have,have,VB,xxxx
5469,an,an,DT,xx
5470,inflection,inflection,NN,xxxx
5471,point,point,NN,xxxx
5472,"
","
",_SP,"
"
5473,So,so,RB,Xx
5474,thatâ€,thatâ€,$,xxxx€
5475,™,™,CD,™
5476,s,s,NNP,x
5477,the,the,DT,xxx
5478,way,way,NN,xxx
5479,I,-PRON-,PRP,X
5480,think,think,VBP,xxxx
5481,about,about,IN,xxxx
5482,the,the,DT,xxx
5483,investment,investment,NN,xxxx
5484,in,in,IN,xx
5485,the,the,DT,xxx
5486,customer,customer,NN,xxxx
5487,"
","
",_SP,"
"
5488,I,-PRON-,PRP,X
5489,mean,mean,VBP,xxxx
5490,",",",",",",","
5491,weâ€,weâ€,NNP,xxx€
5492,™,™,CD,™
5493,re,re,IN,xx
5494,accelerating,accelerate,VBG,xxxx
5495,our,-PRON-,PRP$,xxx
5496,efforts,effort,NNS,xxxx
5497,on,on,IN,xx
5498,this,this,DT,xxxx
5499,now,now,RB,xxx
5500,"
","
",_SP,"
"
5501,As,as,IN,Xx
5502,you,-PRON-,PRP,xxx
5503,know,know,VBP,xxxx
5504,",",",",",",","
5505,we,-PRON-,PRP,xx
5506,took,take,VBD,xxxx
5507,a,a,DT,x
5508,bit,bit,NN,xxx
5509,of,of,IN,xx
5510,step,step,NN,xxxx
5511,back,back,RB,xxxx
5512,from,from,IN,xxxx
5513,what,what,WP,xxxx
5514,we,-PRON-,PRP,xx
5515,had,have,VBD,xxx
5516,been,be,VBN,xxxx
5517,doing,do,VBG,xxxx
5518,",",",",",",","
5519,which,which,WDT,xxxx
5520,was,be,VBD,xxx
5521,more,more,JJR,xxxx
5522,of,of,IN,xx
5523,the,the,DT,xxx
5524,old,old,JJ,xxx
5525,PCR,PCR,NNP,XXX
5526,work,work,NN,xxxx
5527,which,which,WDT,xxxx
5528,was,be,VBD,xxx
5529,consolidating,consolidate,VBG,xxxx
5530,stores,store,NNS,xxxx
5531,",",",",",",","
5532,converting,convert,VBG,xxxx
5533,stores,store,NNS,xxxx
5534,",",",",",",","
5535,relocating,relocate,VBG,xxxx
5536,stores,store,NNS,xxxx
5537,"
","
",_SP,"
"
5538,As,as,IN,Xx
5539,Leslie,Leslie,NNP,Xxxxx
5540,has,have,VBZ,xxx
5541,come,come,VBN,xxxx
5542,on,on,RP,xx
5543,in,in,IN,xx
5544,conjunction,conjunction,NN,xxxx
5545,with,with,IN,xxxx
5546,Bob,Bob,NNP,Xxx
5547,",",",",",",","
5548,we,-PRON-,PRP,xx
5549,have,have,VBP,xxxx
5550,really,really,RB,xxxx
5551,starting,start,VBG,xxxx
5552,to,to,TO,xx
5553,work,work,VB,xxxx
5554,from,from,IN,xxxx
5555,the,the,DT,xxx
5556,customer,customer,NN,xxxx
5557,back,back,RB,xxxx
5558,on,on,IN,xx
5559,our,-PRON-,PRP$,xxx
5560,asset,asset,NN,xxxx
5561,base,base,NN,xxxx
5562,"
","
",_SP,"
"
5563,We,-PRON-,PRP,Xx
5564,have,have,VBP,xxxx
5565,got,get,VBN,xxx
5566,plenty,plenty,NN,xxxx
5567,of,of,IN,xx
5568,assets,asset,NNS,xxxx
5569,;,;,:,;
5570,Leslie,Leslie,NNP,Xxxxx
5571,would,would,MD,xxxx
5572,say,say,VB,xxx
5573,that,that,IN,xxxx
5574,",",",",",",","
5575,Tom,Tom,NNP,Xxx
5576,would,would,MD,xxxx
5577,say,say,VB,xxx
5578,that,that,IN,xxxx
5579,",",",",",",","
5580,I,-PRON-,PRP,X
5581,would,would,MD,xxxx
5582,say,say,VB,xxx
5583,that,that,IN,xxxx
5584,"
","
",_SP,"
"
5585,We,-PRON-,PRP,Xx
5586,just,just,RB,xxxx
5587,have,have,VBP,xxxx
5588,n't,not,RB,x'x
5589,leveraged,leverage,VBN,xxxx
5590,them,-PRON-,PRP,xxxx
5591,the,the,DT,xxx
5592,way,way,NN,xxx
5593,that,that,WDT,xxxx
5594,they,-PRON-,PRP,xxxx
5595,could,could,MD,xxxx
5596,be,be,VB,xx
5597,leveraged,leverage,VBN,xxxx
5598,and,and,CC,xxx
5599,to,to,IN,xx
5600,their,-PRON-,PRP$,xxxx
5601,potential,potential,JJ,xxxx
5602,"
","
",_SP,"
"
5603,So,so,RB,Xx
5604,making,make,VBG,xxxx
5605,sure,sure,JJ,xxxx
5606,we,-PRON-,PRP,xx
5607,put,put,VBP,xxx
5608,the,the,DT,xxx
5609,customer,customer,NN,xxxx
5610,first,first,RB,xxxx
5611,in,in,IN,xx
5612,everything,everything,NN,xxxx
5613,we,-PRON-,PRP,xx
5614,are,be,VBP,xxx
5615,doing,do,VBG,xxxx
5616,and,and,CC,xxx
5617,construction,construction,VB,xxxx
5618,our,-PRON-,PRP$,xxx
5619,supply,supply,NN,xxxx
5620,chain,chain,NN,xxxx
5621,from,from,IN,xxxx
5622,that,that,DT,xxxx
5623,is,be,VBZ,xx
5624,where,where,WRB,xxxx
5625,weâ€,weâ€,NNP,xxx€
5626,™,™,CD,™
5627,re,re,NN,xx
5628,headed,head,VBN,xxxx
5629,"
","
",_SP,"
"
5630,And,and,CC,Xxx
5631,we,-PRON-,PRP,xx
5632,are,be,VBP,xxx
5633,making,make,VBG,xxxx
5634,some,some,DT,xxxx
5635,pretty,pretty,RB,xxxx
5636,big,big,JJ,xxx
5637,strives,strive,NNS,xxxx
5638,on,on,IN,xx
5639,that,that,DT,xxxx
5640,"
","
",_SP,"
"
5641,I,-PRON-,PRP,X
5642,'m,be,VBP,'x
5643,not,not,RB,xxx
5644,going,go,VBG,xxxx
5645,to,to,TO,xx
5646,get,get,VB,xxx
5647,into,into,IN,xxxx
5648,all,all,DT,xxx
5649,of,of,IN,xx
5650,the,the,DT,xxx
5651,details,detail,NNS,xxxx
5652,for,for,IN,xxx
5653,competitive,competitive,JJ,xxxx
5654,reasons,reason,NNS,xxxx
5655,"
","
",_SP,"
"
5656,But,but,CC,Xxx
5657,weâ€,weâ€,NN,xxx€
5658,™,™,CD,™
5659,re,re,NN,xx
5660,pretty,pretty,RB,xxxx
5661,excited,excited,JJ,xxxx
5662,about,about,IN,xxxx
5663,how,how,WRB,xxx
5664,our,-PRON-,PRP$,xxx
5665,enterprise,enterprise,NN,xxxx
5666,",",",",",",","
5667,customer,customer,NN,xxxx
5668,facing,facing,NN,xxxx
5669,tools,tool,NNS,xxxx
5670,",",",",",",","
5671,technology,technology,NN,xxxx
5672,and,and,CC,xxx
5673,supply,supply,NN,xxxx
5674,chain,chain,NN,xxxx
5675,will,will,MD,xxxx
5676,evolve,evolve,VB,xxxx
5677,overtime,overtime,NN,xxxx
